node_id,alertname,dc_id,dc_name,ip_address,node_operator_id,node_provider_id,node_provider_name,node_type,owner,region,status,subnet_id
ihoip-fmbnl-mm4fa-pu7hu-2sbx2-mzl2f-tgzje-unnjg-bgcac-3apmo-gqe,,sg1,Singapore,2401:3f00:1000:24:6801:eff:feec:434a,d4bin-5o2wg-ycbdq-yljr7-45pjv-ptf6d-v243j-vg6x5-dlo7t-yqu62-5qe,6nbcy-kprg6-ax3db-kh3cz-7jllk-oceyh-jznhs-riguq-fvk6z-6tsds-rqe,OneSixtyTwo Digital Capital,REPLICA,Telin,"Asia,SG,Singapore",UP,5kdm2-62fc6-fwnja-hutkz-ycsnm-4z33i-woh43-4cenu-ev7mi-gii6t-4ae
ihttm-45oz5-an5mg-i2jtb-fayst-s47j6-vmuwr-fqotf-mp2il-n5s5x-cae,,bg1,Bogota 1,2606:f180:2:0:6801:9cff:fe75:1e81,74vhn-m7sov-ufexz-rjuzq-hgidx-jls6i-xufww-phun6-s4alk-mt3ha-5qe,otzuu-dldzs-avvu2-qwowd-hdj73-aocy7-lacgi-carzj-m6f2r-ffluy-fae,Geeta Kalwani,REPLICA,EdgeUno,"South America,CO,Bogota",UP,lhg73-sax6z-2zank-6oer2-575lz-zgbxx-ptudx-5korm-fy7we-kh4hl-pqe
ii5t4-bvjp2-sypuy-pqz6v-v44yf-lzox2-ja3tp-m7gtj-7pszo-fk66d-cqe,,sg2,Singapore 2,2401:3f00:1000:22:6801:5eff:fee0:61f3,qffmn-uqkl2-uuw6l-jo5i6-obdek-tix6f-u4odv-j3265-pcpcn-jy5le-lae,6nbcy-kprg6-ax3db-kh3cz-7jllk-oceyh-jznhs-riguq-fvk6z-6tsds-rqe,OneSixtyTwo Digital Capital,REPLICA,Telin,"Asia,SG,Singapore",UP,qxesv-zoxpm-vc64m-zxguk-5sj74-35vrb-tbgwg-pcird-5gr26-62oxl-cae
iibos-j7mxr-q6d4w-fufdp-jo2se-vpzty-u7fxa-agw2u-i3ubn-cm7zm-oqe,,zh5,Zurich 5,2a01:2a8:a13d:1:6801:1fff:fe41:b5b2,4ohfd-bdyeu-5djlz-rf3lc-bqca2-h22rg-t5ipt-cjhl2-r5dbf-tk3fv-hae,6r5lw-l7db7-uwixn-iw5en-yy55y-ilbtq-e6gcv-g22r2-j3g6q-y37jk-jqe,Sygnum Bank,REPLICA,Green.ch,"Europe,CH,Zurich",UNASSIGNED,
iirmo-i6vu4-jmbkl-pvgwx-zjcft-c2bq3-xg27t-de7bm-icdh3-wfsys-yae,,br1,Brussels,2001:920:401a:1710:6801:f1ff:fe8c:31c2,mjeqs-wxqp7-tecvn-77uxe-eowch-4l4gy-6lc6f-ys6je-qnybm-5fxya-qqe,rbn2y-6vfsb-gv35j-4cyvy-pzbdu-e5aum-jzjg6-5b4n5-vuguf-ycubq-zae,Allusion,REPLICA,Digital Realty,"Europe,BE,Brussels Capital",UNASSIGNED,
ijend-azski-eod2m-d2lqp-a3y3u-x44xl-7mapp-bjr6r-qw4v5-okx55-cae,,kr1,Seoul 3,2a0c:b641:b21:2b:6801:52ff:fe4c:bec9,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,KT,"Asia,KR,Seoul",UNASSIGNED,
ijqzn-wklsd-asfzv-ixif4-u7lrb-dblfi-mcq2d-nrwuk-d6cys-jgnar-7qe,,aw1,Allentown,2604:7e00:30:3:6801:baff:fed2:df1d,codio-e5e6p-ol6sn-o3mgw-r7v5p-4jmch-a7exl-7pifz-cw4gn-ah47y-6ae,7a4u2-gevsy-5c5fs-hsgri-n2kdz-dxxwf-btcfp-jykro-l4y7c-7xky2-aqe,Bigger Capital,REPLICA,Tierpoint,"North America,US,Pennsylvania",UP,eq6en-6jqla-fbu5s-daskr-h6hx2-376n5-iqabl-qgrng-gfqmv-n3yjr-mqe
ik7kx-ejjyb-duuem-davt4-whf4q-t33ai-izjat-3yiko-kjjgw-3iago-qae,,bo1,Boston,2600:c0d:3002:4:6801:e0ff:fe3e:cd28,ut325-qbq5v-fli2f-e2a5h-qapdd-fsuyv-xej2j-ogvux-i3fc2-5nj3a-2ae,lq5ra-f4ibl-t7wpy-hennc-m4eb7-tnfxe-eorgd-onpsl-wervo-7chjj-6qe,DFINITY USA Research LLC,REPLICA,INAP,"North America,US,Massachusetts",UNASSIGNED,
ikdvw-5ohcj-bucuv-m2gp3-56pff-ridwp-nvq5u-edpdi-idqzy-qyko3-wae,,zh4,Zurich 4,2a02:41b:300e:0:6801:84ff:fef4:7d4b,paxme-ikvh3-v6cve-in3jx-z6xf2-x67nq-4yqf5-ufdag-c7os3-byb4f-cae,ucjqj-jmbj3-rs4aq-ekzpw-ltjs3-zrcma-t6r3t-m5wxc-j5yrj-unwoj-mae,Tomahawk.vc,REPLICA,Nine.Ch,"Europe,CH,Zurich",UP,qdvhd-os4o2-zzrdw-xrcv4-gljou-eztdp-bj326-e6jgr-tkhuc-ql6v2-yqe
imzyn-2nlyg-dqnsl-xx3oj-kekcf-f5upx-ux2b6-ic6uq-tpzg7-rmyld-nqe,,ny1,New York,2607:f1d0:10:1:6801:f4ff:fe59:14f3,u4f3y-wubbf-lxfqi-v43pp-dfp7e-gxxct-22r5h-6mcbw-vmj33-5qqv5-nae,spp3m-vawt7-3gyh6-pjz5d-6zidf-up3qb-yte62-otexv-vfpqg-n6awf-lqe,9Yards Capital,REPLICA,Tierpoint,"North America,US,New York",UNASSIGNED,
in4qi-poj7g-j5gvw-34xys-4cf6k-uki3d-exjzf-th4cu-c5my6-sdht2-cae,,sh1,Stockholm 1,2001:4c08:2003:b09:6801:1ff:fe2a:bbdb,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Operations SA,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,ejbmu-grnam-gk6ol-6irwa-htwoj-7ihfl-goimw-hlnvh-abms4-47v2e-zqe
incp3-oydir-onuos-fifuz-6n4c4-4aawc-gxmxz-v4juj-xzupz-h22aj-aae,,sg1,Singapore,2401:3f00:1000:24:6801:9bff:fe8a:5335,d4bin-5o2wg-ycbdq-yljr7-45pjv-ptf6d-v243j-vg6x5-dlo7t-yqu62-5qe,6nbcy-kprg6-ax3db-kh3cz-7jllk-oceyh-jznhs-riguq-fvk6z-6tsds-rqe,OneSixtyTwo Digital Capital,REPLICA,Telin,"Asia,SG,Singapore",UNASSIGNED,
inlh6-ii3uy-bpasa-uzngo-xle3x-d2p2a-ylu3h-neikw-tnmwv-wep5x-nae,,to2,Toronto 2,2001:438:8000:10:6801:f6ff:feae:60cd,4lp6i-khv7q-lkgk3-hhrc6-ysjag-korh7-ysojw-7gv3h-glhdz-rpjrt-sqe,7at4h-nhtvt-a4s55-jigss-wr2ha-ysxkn-e6w7x-7ggnm-qd3d5-ry66r-cae,Blockchain Development Labs,REPLICA,Cyxtera,"North America,CA,Ontario",UP,e66qm-3cydn-nkf4i-ml4rb-4ro6o-srm5s-x5hwq-hnprz-3meqp-s7vks-5qe
iqnlc-oy677-m524v-tisrn-3v44n-2eylu-bclq3-fqjtg-4ab7z-ycrie-mqe,,jb1,Gauteng 1,2c0f:f708:b:101:6801:3cff:fe38:37ff,2rzvs-dyynq-3chdr-svjev-vdotj-blgs2-yrxfu-jbpm4-wzzht-zirb4-mqe,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,REPLICA,Teraco,"Africa,ZA,Gauteng",UNASSIGNED,
irpwa-t65vg-ellmb-rg37m-ge5or-g3crz-3vbri-m4spq-eldkq-v2vs7-pae,,sh1,Stockholm 1,2001:4c08:2003:b09:6801:6dff:fe97:2edb,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Operations SA,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae
isegs-i4akf-kb7st-hnqjn-4col7-qxpph-pncbs-25hiy-5pwsu-nyw3x-xae,,kr1,Seoul 3,2a0c:b641:b21:2b:6801:46ff:fe92:2cbd,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,KT,"Asia,KR,Seoul",UP,tdb26-jop6k-aogll-7ltgs-eruif-6kk7m-qpktf-gdiqx-mxtrf-vb5e6-eqe
itbwd-42ljt-6wwrt-w4vt4-xbgnu-m32zi-ex3ss-j6df4-doach-da7bq-kae,,zh3,Zurich 3,2a02:418:3002:0:6801:f8ff:fe6e:5373,anodw-youcx-pycyh-tkyat-znvdz-rtmop-t7tpo-pyrcn-nuzzw-qp35i-2ae,ucjqj-jmbj3-rs4aq-ekzpw-ltjs3-zrcma-t6r3t-m5wxc-j5yrj-unwoj-mae,Tomahawk.vc,REPLICA,Nine.Ch,"Europe,CH,Zurich",UNASSIGNED,
itcju-qgal4-v2k63-llj7k-3ntsi-jmhdg-tlkhw-zz4kk-gwfkq-whb7w-aae,,sl1,Seoul 1,2001:ed0:a:101:6801:58ff:fe6c:73e8,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,lspz2-jx4pu-k3e7p-znm7j-q4yum-ork6e-6w4q6-pijwq-znehu-4jabe-kqe
iu2u3-zb6df-pwuoo-m373g-vxymy-x75ai-75ymz-vb4na-uujp6-qdr5r-4ae,,tp1,Tampa,2607:f758:c300:0:6801:24ff:fe72:c13,7fnoo-4pqrc-tpnof-6mce7-ue5p4-5pe3d-rvyo3-jd2ah-c3bbq-lhyrx-7qe,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",REPLICA,Flexential,"North America,US,Florida",UNASSIGNED,
ivca6-b7ahu-we4ux-nru6y-gsifn-eqylj-tdaj6-q55vm-t6nru-kpc64-zqe,,zh5,Zurich 5,2a01:2a8:a13d:1:6801:8ff:fe15:7cfb,4ohfd-bdyeu-5djlz-rf3lc-bqca2-h22rg-t5ipt-cjhl2-r5dbf-tk3fv-hae,6r5lw-l7db7-uwixn-iw5en-yy55y-ilbtq-e6gcv-g22r2-j3g6q-y37jk-jqe,Sygnum Bank,REPLICA,Green.ch,"Europe,CH,Zurich",UNASSIGNED,
izmdg-yz3l4-jp5vr-rva2j-5btpc-bzgt5-7snt4-wwy2g-jaq7v-rzpsv-oae,,bn1,South Moravian Region 1,2a01:430:18c:0:6801:4cff:fef8:e720,zc635-ppr46-ap6eg-pghtn-wtnxz-6czvv-a4uxm-adjgb-wtoh4-2ddnl-uae,efem5-kmwaw-xose7-zzhgg-6bfif-twmcw-csg7a-lmqvn-wrdou-mjwlb-vqe,Lukas Helebrandt,REPLICA,Master Internet,"Europe,CZ,South Moravian Region",UP,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae
j3pcf-ielts-wwr24-73hhq-flvsq-d7yh3-ly5li-r6csx-5tczk-wkpc3-5ae,,ns1,New South Wales 1,2605:6440:6000:5:6801:61ff:fe14:cadc,h6fpp-nacd4-fwrj6-fkabo-wbmpo-nvyex-csgvq-itqax-lj3rz-vfx5h-iqe,i3cfo-s2tgu-qe5ym-wk7e6-y7ura-pptgu-kevuf-2feh7-z4enq-5hz4s-mqe,Conic Ventures,REPLICA,Latitude.sh,"Oceania,AU,New South Wales",UP,mpubz-g52jc-grhjo-5oze5-qcj74-sex34-omprz-ivnsm-qvvhr-rfzpv-vae
j3wos-4uumz-er7pq-m7fc3-nqm4c-lx64b-h4jp4-gipdn-5osxc-wtbox-sqe,,or1,Orlando,2604:3fc0:3002:0:6801:8cff:fe58:7dcf,redpf-rrb5x-sa2it-zhbh7-q2fsp-bqlwz-4mf4y-tgxmj-g5y7p-ezjtj-5qe,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",REPLICA,Datasite,"North America,US,Florida",UP,gmq5v-hbozq-uui6y-o55wc-ihop3-562wb-3qspg-nnijg-npqp5-he3cj-3ae
j4et3-lkqhr-32t4q-3o57n-nm7u3-hvgsd-7v574-3z7mj-eyks5-twtxo-zae,,jb2,Gauteng 2,2c0f:e9f0:9804:9:6801:f8ff:fed2:5b1,3bohy-zygmq-6novb-wm65r-3k3y2-deh42-7emld-zhqo7-xl2oa-iextm-fae,nmdd6-rouxw-55leh-wcbkn-kejit-njvje-p4s6e-v64d3-nlbjb-vipul-mae,Honeycomb Capital (Pty) Ltd,REPLICA,Africa Data Centres,"Africa,ZA,Gauteng",UNASSIGNED,
j4iqd-awpgy-rryy3-l757v-6sbbb-6kfoa-yf3uv-3dyzt-gyogi-hfnom-6ae,,ch2,Chicago 2,2604:7e00:50:0:6801:59ff:fee9:f5df,vkwql-433e7-au6b7-v5g7z-tduiu-no4od-6wb4c-z5zru-vzssq-zwspo-dqe,spp3m-vawt7-3gyh6-pjz5d-6zidf-up3qb-yte62-otexv-vfpqg-n6awf-lqe,9Yards Capital,REPLICA,Tierpoint,"North America,US,Illinois",UNASSIGNED,
j5frv-bigyd-2a6p5-ikqhp-e3afj-7q2tr-447rn-gwypp-ebjwm-7vrmh-eae,,at1,Atlanta,2607:f758:1220:0:6801:fbff:fece:b07d,c4c3a-gbuee-vjynb-6af74-mdrm5-2c2d7-acv7g-3r2hi-uamra-fzbxa-2qe,dzxyh-fo4sw-pxckk-kwqvc-xjten-3yqon-fm62b-2hz4s-raa4g-jzczg-iqe,Jimmy Quach,REPLICA,Flexential,"North America,US,Georgia",UNASSIGNED,
j63cj-up2z6-xh7m5-m2t5m-t4xi6-6tqz2-ibj4a-mmm2s-7o2bv-ynnc6-xae,,zh4,Zurich 4,2a02:41b:300e:0:6801:11ff:fe9b:3040,paxme-ikvh3-v6cve-in3jx-z6xf2-x67nq-4yqf5-ufdag-c7os3-byb4f-cae,ucjqj-jmbj3-rs4aq-ekzpw-ltjs3-zrcma-t6r3t-m5wxc-j5yrj-unwoj-mae,Tomahawk.vc,REPLICA,Nine.Ch,"Europe,CH,Zurich",UP,io67a-2jmkw-zup3h-snbwi-g6a5n-rm5dn-b6png-lvdpl-nqnto-yih6l-gqe
j6uir-h4bk3-chdqr-hxnkr-3jp7o-yb3el-skdsd-7oejj-eubk5-5onvy-zae,,bu1,Bucharest,2a04:9dc0:0:108:6801:d8ff:feb3:a9f4,c5ssg-eh22p-pmsn6-fpjzj-k5nql-mx5mc-7gb4a-4klco-c4f37-ydnfp-bae,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,REPLICA,M247 ,"Europe,RO,Bucuresti",UP,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae
j763l-tresl-kppkh-pnbov-65xrf-f34ox-t4ofk-lpslt-4afnk-34dmw-hqe,,ty1,Tokyo,2602:ffe4:801:16:6801:aeff:fe0d:d6ec,cqjev-4qb7l-xv373-jfmhi-73n3a-cxhst-p6okb-vywwc-a4zbi-6sf3u-bae,sixix-2nyqd-t2k2v-vlsyz-dssko-ls4hl-hyij4-y7mdp-ja6cj-nsmpf-yae,Starbase,REPLICA,Equinix,"Asia,JP,Tokyo",UNASSIGNED,
j7mu5-sfjx5-rflso-aqhd5-ymijf-glw4a-ovi6i-f3blz-o54sg-a2rfk-bae,,li1,Lisbon 1,2a00:1c60:0:13:6801:c3ff:feb8:1f0f,bnfpu-skwq4-d5v2n-a6a42-k3myf-qyfmt-4qik2-rjpms-v5dyu-eenei-sae,ivf2y-crxj4-y6ewo-un35q-a7pum-wqmbw-pkepy-d6uew-bfmff-g5yxe-eae,Ivanov Oleksandr,REPLICA,Dotsi,"Europe,PT,Lisbon",UP,qxesv-zoxpm-vc64m-zxguk-5sj74-35vrb-tbgwg-pcird-5gr26-62oxl-cae
j7yar-ld6kg-f2sza-yczf2-5zpoy-mxs2b-shdva-fw5xf-4luwq-na4xa-sqe,,or1,Orlando,2604:3fc0:3002:0:6801:3aff:fefe:6447,redpf-rrb5x-sa2it-zhbh7-q2fsp-bqlwz-4mf4y-tgxmj-g5y7p-ezjtj-5qe,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",REPLICA,Datasite,"North America,US,Florida",UNASSIGNED,
jamsd-hvypj-w56fb-4cwvt-tqbmo-6652c-eaw2u-3njxg-5nfe7-ae6ht-bae,,mb1,Maribor,2a00:fc0:5000:300:6801:7cff:feaf:42e7,3xiew-2wo3x-tnbn2-o7kok-wwsnw-7koo2-gna5r-rlrt3-zotsh-dwpg6-kae,wdjjk-blh44-lxm74-ojj43-rvgf4-j5rie-nm6xs-xvnuv-j3ptn-25t4v-6ae,Fractal Labs AG,REPLICA,Posita.si,"Europe,SI,Maribor",UP,fuqsr-in2lc-zbcjj-ydmcw-pzq7h-4xm2z-pto4i-dcyee-5z4rz-x63ji-nae
jbgo7-cqnq6-mkd2d-fnqf2-6neke-h5zep-jtcmr-ahpnz-5vxox-z7saa-rae,,mn2,Melbourne 2,2403:f000:300:6:6801:56ff:fecc:1ef,l5lhp-734i5-tbott-vipvc-vud2f-pfh7r-g3227-tgkdj-4rggm-abc2e-cae,ihbuj-erwnc-tkjux-tqtnv-zkoar-uniy2-sk2go-xfpkc-znbb4-seukm-wqe,Icaria Systems Pty Ltd,REPLICA,NEXTDC,"Oceania,AU,Melbourne",UNASSIGNED,
jbv47-onhzv-26wyo-b535n-qmitt-chde3-4csxd-b6y73-a7slt-2qz7z-bae,,mr1,Marseille,2a0b:21c0:b002:2:6801:9dff:fe3e:8f90,ampm3-ni5hl-bgvnb-ps7tj-xoa44-qlhww-o3hae-bohrq-oucs4-yhycx-cae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Operations SA,REPLICA,Digital Realty,"Europe,FR,Provence-Alpes-Cote d'Azur",UNASSIGNED,
jcqkt-qbr7t-ka65z-tffmw-4sjkq-pgp3j-a3bxh-lf5sq-2jxgg-qa7av-dqe,,mr1,Marseille,2a0b:21c0:b002:2:6801:e2ff:fe91:32d6,ampm3-ni5hl-bgvnb-ps7tj-xoa44-qlhww-o3hae-bohrq-oucs4-yhycx-cae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Operations SA,REPLICA,Digital Realty,"Europe,FR,Provence-Alpes-Cote d'Azur",UNASSIGNED,
jd4tu-jujfx-r4jhd-64yek-3s34j-3qw73-443cu-um6ng-6me6p-r5jwl-3ae,,at2,Atlanta 2,2604:3fc0:2001:0:6801:b9ff:fe78:b2ea,5syyj-syqbw-ubz3m-f4lkg-u7v2j-madhv-3s4vx-yl67f-bets5-xmrbf-zae,sma3p-ivkif-hz7nu-ngmvq-ibnjg-nubke-zf6gh-wbnfc-2dlng-l3die-zqe,"BLP22, LLC",REPLICA,Datasite,"North America,US,Georgia",UNASSIGNED,
jd766-qqwa7-b7ae5-kjhpv-z4ngj-oa6kv-rr4eo-l4mt7-om5u6-4yyni-mae,,tp1,Tampa,2607:f758:c300:0:6801:8eff:fe0e:8747,z6nmn-kxmjd-66nkb-57svv-446u7-llm6g-esyrj-vpvav-no5zy-vfz4s-sae,egb3e-rzi2e-vpsmm-akysp-l2owk-4dgst-b5hmg-xrkwa-cr3uk-zlzds-mae,Richard Ma,REPLICA,Flexential,"North America,US,Florida",UNASSIGNED,
jdqc3-ykmxt-io342-3iup2-nbi3s-rajh4-ltxjj-zeifw-b7lfr-wugxm-dae,,at1,Atlanta,2607:f758:1220:0:6801:60ff:fe03:316c,n3hwp-iwklj-lymsk-j54tf-75xxe-zjovd-rfsfw-ofdok-3de4m-zjoio-oqe,wwxec-c2gd2-bu5on-ktpwz-z2ph3-vlr4p-m7ztf-6ck7r-nt3r4-fxbdq-mae,Ronnie Pellizzari,REPLICA,Flexential,"North America,US,Georgia",UNASSIGNED,
jdqro-ad2ju-bncnk-igcfw-u4z73-bckrs-kg5s7-6gxey-ijnzx-vxoir-lae,,sc1,Queensland 1,2001:df2:f540:2:6801:f0ff:feab:205f,6jel7-zolww-jy5ha-bwkva-fv5dx-nkolq-scb63-azu3w-ne3rr-ite7s-sae,fwnmn-zn7yt-5jaia-fkxlr-dzwyu-keguq-npfxq-mc72w-exeae-n5thj-oae,ANYPOINT PTY LTD,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,snjp4-xlbw4-mnbog-ddwy6-6ckfd-2w5a2-eipqo-7l436-pxqkh-l6fuv-vae
jemyk-uhint-w6ftv-s3xpy-ne4hr-xbcpu-aqskm-6a4cy-orm5q-aqqwd-gqe,,hk1,HongKong 1,2404:82c0:1:0:6801:e2ff:fea1:6aa1,z6cfb-dbya3-nh4pm-nyteq-76n7d-xzi27-tf3cg-t7sz7-244qt-6rnjy-3ae,g2ax6-jrkmb-3zuh3-jibtb-q5xoq-njrgo-5utbc-j2o7g-zfq2w-yyhky-dqe,Wancloud limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,cv73p-6v7zi-u67oy-7jc3h-qspsz-g5lrj-4fn7k-xrax3-thek2-sl46v-jae
jenqi-v5dfm-ewebs-gvnsu-l6gni-ujqqv-rw7aq-bnplx-gfg2i-2il3x-dae,,ch3,Chicago 3,2607:ff70:3:2:6801:4dff:fe04:1ecc,t37p3-2557c-vnn75-vn4xk-3x7kp-6nh4c-e4pv2-bhlnv-ee4f5-7chq4-rae,izmhk-lpjum-uo4oy-lviba-yctpc-arg4b-2ywim-vgoiu-gqaj2-gskmw-2qe,MI Servers,REPLICA,CyrusOne,"North America,US,Illinois",UNASSIGNED,
jfryc-owgdd-a7pp4-lao2c-anza2-nryvi-gqkmu-m2moj-4hzai-zfdiy-4qe,,mb1,Maribor,2a00:fc0:5000:300:6801:fff:fe41:de69,3xiew-2wo3x-tnbn2-o7kok-wwsnw-7koo2-gna5r-rlrt3-zotsh-dwpg6-kae,wdjjk-blh44-lxm74-ojj43-rvgf4-j5rie-nm6xs-xvnuv-j3ptn-25t4v-6ae,Fractal Labs AG,REPLICA,Posita.si,"Europe,SI,Maribor",UNASSIGNED,
jgetp-jxcos-7t7xy-nhxmv-pgf5l-kbmms-e4wk7-xxtaw-ohuwb-cpqew-xqe,,zh3,Zurich 3,2a02:418:3002:0:6801:10ff:fe5c:5c74,anodw-youcx-pycyh-tkyat-znvdz-rtmop-t7tpo-pyrcn-nuzzw-qp35i-2ae,ucjqj-jmbj3-rs4aq-ekzpw-ltjs3-zrcma-t6r3t-m5wxc-j5yrj-unwoj-mae,Tomahawk.vc,REPLICA,Nine.Ch,"Europe,CH,Zurich",UNASSIGNED,
jiy6l-jx7ea-k7y2u-tznfb-dcrm2-5fhrt-r63pd-wdfse-2ubgq-6pfvi-lae,,zh5,Zurich 5,2a01:2a8:a13d:1:6801:4cff:fed6:7eee,4ohfd-bdyeu-5djlz-rf3lc-bqca2-h22rg-t5ipt-cjhl2-r5dbf-tk3fv-hae,6r5lw-l7db7-uwixn-iw5en-yy55y-ilbtq-e6gcv-g22r2-j3g6q-y37jk-jqe,Sygnum Bank,REPLICA,Green.ch,"Europe,CH,Zurich",UP,w4rem-dv5e3-widiz-wbpea-kbttk-mnzfm-tzrc7-svcj3-kbxyb-zamch-hqe
jj7si-b7rs7-nq7sv-npame-aec3y-2anip-ol5s6-gxbh7-kjbg2-a5u6j-rae,,ma1,Madrid 1,2a03:c7c1:64:2:6801:13ff:fe6a:e0d8,vgi2b-fhndq-24oha-7rldm-opbg7-juriu-ecmms-llcn6-f5dw4-x3m5j-rqe,diyay-s4rfq-xnx23-zczwi-nptra-5254n-e4zn6-p7tqe-vqhzr-sd4gd-bqe,Artem Horodyskyi,REPLICA,Ginernet,"Europe,ES,Madrid",UP,6pbhf-qzpdk-kuqbr-pklfa-5ehhf-jfjps-zsj6q-57nrl-kzhpd-mu7hc-vae
jjrbu-lwq3g-6z32f-54avq-c6jcp-sxp3o-kn4sf-hiiy4-jkuiy-252or-4ae,,aw1,Allentown,2604:7e00:30:3:6801:c7ff:fe6c:11a3,codio-e5e6p-ol6sn-o3mgw-r7v5p-4jmch-a7exl-7pifz-cw4gn-ah47y-6ae,7a4u2-gevsy-5c5fs-hsgri-n2kdz-dxxwf-btcfp-jykro-l4y7c-7xky2-aqe,Bigger Capital,REPLICA,Tierpoint,"North America,US,Pennsylvania",UNASSIGNED,
jk3km-afmc3-lk6bk-ej7aw-4e2md-56ywu-uvolh-trr2p-vs3wf-f6fo4-vae,,ct2,Cape Town 2,2c0f:f708:c005:0:6801:33ff:fec2:aec9,x7fjr-ngws7-jpjtq-e3c7s-735uk-gyusv-ppoeh-n4xhg-fwjck-um6pf-fae,py2kr-ipr2p-ryh66-x3a3v-5ts6u-7rfhf-alkna-ueffh-hz5ox-lt6du-qqe,Kontrapunt (Pty) Ltd,REPLICA,Teraco,"Africa,ZA,Cape Town",UP,w4rem-dv5e3-widiz-wbpea-kbttk-mnzfm-tzrc7-svcj3-kbxyb-zamch-hqe
jlb2x-vto3e-r2yf4-adrqu-3gult-4fpun-besaz-4nynm-gcmht-nziru-lae,,ge1,Geneva,2a0f:cd00:2:1:6801:9ff:fe14:8f18,yngfj-akg4s-nectt-whzgk-5zqbw-z3e5u-zuycn-zqygi-xz4vt-244v6-zae,7ryes-jnj73-bsyu4-lo6h7-lbxk5-x4ien-lylws-5qwzl-hxd5f-xjh3w-mqe,Archery Blockchain SCSp,REPLICA,HighDC,"Europe,CH,Geneva",UP,gmq5v-hbozq-uui6y-o55wc-ihop3-562wb-3qspg-nnijg-npqp5-he3cj-3ae
jlifv-mddo3-zfwdc-x2wmu-xklbj-dai3i-3pvjy-j4hqm-sarqr-fhkq6-zae,,jb3,Gauteng 3,2c0f:e9f0:9804:b:6801:ccff:fe57:b074,ymenq-4sr5h-3imm6-kjjw6-2knuy-ntmlu-oqf5k-vdnzv-z427q-gqdot-sae,mme7u-zxs3z-jq3un-fbaly-nllcz-toct2-l2kp3-larrb-gti4r-u2bmo-dae,Wolkboer (Pty) Ltd,REPLICA,Xneelo,"Africa,ZA,Gauteng",UP,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae
