node_id,alertname,dc_id,dc_name,guestos_version,ip_address,ipv4_connectivity_status,node_hardware_generation,node_operator_id,node_provider_id,node_provider_name,node_type,owner,region,status,subnet_id
lyhuu-ljnh7-ba3zz-g5ftu-xepo5-a3bqy-sggtx-6wgu2-5sw77-cxnfk-iae,,hk1,HongKong 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:8a00:f:1:6801:8dff:fe8e:b965,False,GenUnknown,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,qxesv-zoxpm-vc64m-zxguk-5sj74-35vrb-tbgwg-pcird-5gr26-62oxl-cae
lz3ap-rjo2a-ilqjt-jkyhb-t4ewt-b37eu-gl246-ltnyu-jrkec-6bi5m-cqe,,sl1,Seoul 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:ed0:a:101:6801:b8ff:feca:9c44,False,GenUnknown,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,nl6hn-ja4yw-wvmpy-3z2jx-ymc34-pisx3-3cp5z-3oj4a-qzzny-jbsv3-4qe
lzjli-4do6u-xcbtx-co7r7-35gzq-5mmqw-k4jb3-3s63m-facun-6riew-lae,,zh6,Zurich 6,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a01:2a8:a13c:1:6801:e1ff:fe76:5439,False,GenUnknown,ciprs-d7ktn-eiqrv-pqbcf-npk57-ty4m3-npkk2-yu4en-d4ccs-ek5xw-dae,6r5lw-l7db7-uwixn-iw5en-yy55y-ilbtq-e6gcv-g22r2-j3g6q-y37jk-jqe,Sygnum Bank,UNASSIGNED,Green.ch,"Europe,CH,Zurich",UP,
lznu4-p5ytf-od4bl-grhpc-kfovt-sla4b-kng2p-ab22m-4tdlq-bxtfj-wae,,ch2,Chicago 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:7e00:50:0:6801:9aff:fe53:498a,False,GenUnknown,xva5m-wnbzg-6ean2-jy7nd-x45u2-2nyym-meijo-f5qek-raubh-3n76g-jqe,ss6oe-fm7b2-b5r57-y3x74-omrz5-d5pgy-5iwtw-4aew5-aqj3l-6ydra-wqe,Arceau NP LLC,UNASSIGNED,Tierpoint,"North America,US,Illinois",UP,
m22uy-ch26x-ymd7q-n3stg-kyoel-t3zdn-4uwqf-zu6sb-pezk4-swax5-yqe,,at2,Atlanta 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:3fc0:2001:0:6801:28ff:fe25:d1c,False,GenUnknown,5syyj-syqbw-ubz3m-f4lkg-u7v2j-madhv-3s4vx-yl67f-bets5-xmrbf-zae,sma3p-ivkif-hz7nu-ngmvq-ibnjg-nubke-zf6gh-wbnfc-2dlng-l3die-zqe,"BLP22, LLC",UNASSIGNED,Datasite,"North America,US,Georgia",UP,
m23z7-mk7ap-ppgvt-3ijq4-plmvx-gocl2-727gg-so5gf-gm2oa-eqjse-gqe,,pl1,Portland,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2600:3004:1200:1200:6801:baff:fe27:863b,False,GenUnknown,dvfhx-jb24w-j6t5m-i7hv7-7a6on-heiyd-cgjrk-kby5c-nhej4-lmbql-yae,dodsd-rsjlg-sgekb-gr6mi-l6fck-tscwk-4jzgl-fwk4q-ncoyu-ulx53-aqe,Uvaca Labs LLC,UNASSIGNED,Flexential,"North America,US,Oregon",UP,
m2g5i-bmomq-dyjao-k642i-fsfxg-trxki-6i42q-hm6ec-xu5cd-n5jhq-sqe,,hu1,Houston,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:b900:4001:76:6801:d7ff:feaa:667f,False,GenUnknown,fthz3-5otsb-xppaq-zhlut-dxel6-5fgxj-oz56h-r7zrz-xlq5z-cxpe4-uae,sqhxa-h6ili-qkwup-ohzwn-yofnm-vvnp5-kxdhg-saabw-rvua3-xp325-zqe,43rd Big Idea Films,REPLICA,TRG,"North America,US,Texas",UP,tdb26-jop6k-aogll-7ltgs-eruif-6kk7m-qpktf-gdiqx-mxtrf-vb5e6-eqe
m2hxm-2nono-agspa-xjiq6-igu5l-6wrym-2xone-gifis-sjcg6-juft5-oae,,ch2,Chicago 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:7e00:50:0:6801:98ff:fe5a:b5c,False,GenUnknown,xva5m-wnbzg-6ean2-jy7nd-x45u2-2nyym-meijo-f5qek-raubh-3n76g-jqe,ss6oe-fm7b2-b5r57-y3x74-omrz5-d5pgy-5iwtw-4aew5-aqj3l-6ydra-wqe,Arceau NP LLC,UNASSIGNED,Tierpoint,"North America,US,Illinois",UP,
m345s-atzkk-etodt-4bssh-cxcit-aw5ou-kozs4-5bipl-i46aj-uwnnh-bqe,,sc1,Queensland 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2405:800:1000:17:6801:98ff:fe10:b551,False,GenUnknown,f3toa-2qbnz-67mnl-ws76t-asi36-oz7vd-w5xjx-u5n75-jchls-uhioe-6qe,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,mkbc3-fzim5-s5pye-pbnzo-uj5yv-raphe-ceecn-ejd6g-5poxm-dzuot-iae
m34r6-l2rj7-deohw-yrkjp-sretm-6tadf-xnwqy-3flhm-nqj4r-wwcoh-eae,,bu1,Bucharest,c25143850963143c9ee6bec77fe8ccf8306a4949,2a04:9dc0:0:108:6801:96ff:fe80:c2c8,True,GenUnknown,c5ssg-eh22p-pmsn6-fpjzj-k5nql-mx5mc-7gb4a-4klco-c4f37-ydnfp-bae,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,REPLICA,M247 ,"Europe,RO,Bucuresti",UP,2fq7c-slacv-26cgz-vzbx2-2jrcs-5edph-i5s2j-tck77-c3rlz-iobzx-mqe
m3ju2-x3nqm-fcrha-zbyll-tl7no-7iwen-ph3y4-5xxwa-cniii-yu2ti-zae,,dr1,Utah 1,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2602:294:0:a05:6801:c9ff:fe0b:13,True,GenUnknown,nhr3z-ekrj4-7usls-kmdbv-esy2j-3wvez-ck46k-qpdn6-i23c2-5xkgr-dae,trxbq-wy5xi-3y27q-bkpaf-mhi2m-puexs-yatgt-nhwiy-dh6jy-rolw5-zqe,"Privoxy Solutions, LLC",UNASSIGNED,FiberState,"North America,US,Utah",UP,
m4e6a-3t7oi-ooshc-2b2vq-56xpu-pyo7q-qafn2-3sem2-cvtck-6xfqy-vae,,ge2,Geneva 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a00:fa0:3:0:6801:b5ff:fe50:7642,False,GenUnknown,5atxd-q4jom-dtpxr-awd3p-e562x-hpavj-godtj-g6vmz-of2c6-ildhh-fae,7ryes-jnj73-bsyu4-lo6h7-lbxk5-x4ien-lylws-5qwzl-hxd5f-xjh3w-mqe,Extragone SA,REPLICA,SafeHost,"Europe,CH,Geneva",UP,4ecnw-byqwz-dtgss-ua2mh-pfvs7-c3lct-gtf4e-hnu75-j7eek-iifqm-sqe
m4mgu-gzf3s-4hwzh-7laf4-664rq-m6lu4-qs64b-yqrua-gfzdh-lmuf5-xqe,,se1,Washington 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2600:c00:2:100:6801:40ff:fee6:9436,False,GenUnknown,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Evocative,"North America,US,Washington",UP,4utr6-xo2fz-v7fsb-t3wsg-k7sfl-cj2ba-ghdnd-kcrfo-xavdb-ebean-mqe
m4z2g-kmsdn-ryakd-hbfuo-wpcmt-tjhmh-66nym-6bohu-jwafj-erzf7-vqe,,sj2,San Jose,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:438:fffd:4a:6801:baff:fe06:3fcf,False,GenUnknown,eikix-bqjrk-7eadr-nvgoa-drao2-2t54l-kfbs2-34gdr-sbssy-ir4rj-rae,ks7ow-zvs7i-ratdk-azq34-zio2b-gbekj-qjicg-pfhp3-ovhgu-k5qql-dae,"BlockTech Ventures, LLC",UNASSIGNED,Digital Realty,"North America,US,California",UP,
m6pbx-6q64u-443wl-43j3t-tysy5-bb3f2-dtotm-hd6zq-qbemu-dizp5-zae,,bc1,Vancouver,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:438:8000:1d:6801:ebff:fe3e:9f4e,False,GenUnknown,feb2q-mgxwe-okz7r-juws2-mahg4-wflqu-oeflf-kvh4r-qaqit-hbqpg-uqe,7at4h-nhtvt-a4s55-jigss-wr2ha-ysxkn-e6w7x-7ggnm-qd3d5-ry66r-cae,Blockchain Development Labs,REPLICA,Cyxtera,"North America,CA,British Columbia",UP,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae
m7fhy-jb2rv-5b755-7ysgo-a3v7i-37r2h-jpkkl-acrqc-ft5cz-i4hgl-jqe,,aw1,Allentown,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:7e00:30:3:6801:8eff:fe68:a7ec,False,GenUnknown,gv77f-r7ahj-gkbd3-6il3n-lfgb5-3ojpt-uxydp-5rdls-4xqam-upxju-2ae,7a4u2-gevsy-5c5fs-hsgri-n2kdz-dxxwf-btcfp-jykro-l4y7c-7xky2-aqe,Bigger Capital,UNASSIGNED,Tierpoint,"North America,US,Pennsylvania",UP,
m7naf-qlqxu-f55kw-g3dq7-ngxfc-w2nfp-dvlmo-n4vw7-tu7nj-ucgon-oqe,,ty1,Tokyo,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2602:ffe4:801:16:6801:e7ff:fe44:5c6,False,GenUnknown,z2o65-c4ahi-sayhz-f5hnm-rbb56-4py6j-grmqx-ixfly-velus-4duua-7ae,sixix-2nyqd-t2k2v-vlsyz-dssko-ls4hl-hyij4-y7mdp-ja6cj-nsmpf-yae,Starbase,UNASSIGNED,Equinix,"Asia,JP,Tokyo",UP,
mae7q-ggnbj-xb52f-hvest-dgqoc-whvsq-yui5d-5cys2-zeold-l5ydx-oae,,bn1,South Moravian Region 1,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a01:430:18c:0:6801:aff:fe29:4de1,False,GenUnknown,zc635-ppr46-ap6eg-pghtn-wtnxz-6czvv-a4uxm-adjgb-wtoh4-2ddnl-uae,efem5-kmwaw-xose7-zzhgg-6bfif-twmcw-csg7a-lmqvn-wrdou-mjwlb-vqe,Lukas Helebrandt,REPLICA,Master Internet,"Europe,CZ,South Moravian Region",UP,tdb26-jop6k-aogll-7ltgs-eruif-6kk7m-qpktf-gdiqx-mxtrf-vb5e6-eqe
mbsyf-dtlsd-ccjq4-63rmh-u2lv7-dwxuq-ym6bk-63i2l-5uyki-zccek-mqe,,sg1,Singapore,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:3f00:1000:24:6801:22ff:fe9d:3610,True,GenUnknown,d4bin-5o2wg-ycbdq-yljr7-45pjv-ptf6d-v243j-vg6x5-dlo7t-yqu62-5qe,6nbcy-kprg6-ax3db-kh3cz-7jllk-oceyh-jznhs-riguq-fvk6z-6tsds-rqe,OneSixtyTwo Digital Capital,API_BOUNDARY,Telin,"Asia,SG,Singapore",UP,
mcm3l-mvyhz-i32tz-6paad-boywz-djzxf-jcku6-qxqj4-hdydh-e4pm3-wqe,,sg2,Singapore 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:3f00:1000:22:6801:3aff:fe38:f78c,False,GenUnknown,qxonx-2oxpk-42rse-zgvml-vtbzo-5u7zz-dueqb-olyxr-luapv-qxdax-wae,6nbcy-kprg6-ax3db-kh3cz-7jllk-oceyh-jznhs-riguq-fvk6z-6tsds-rqe,OneSixtyTwo Digital Capital,REPLICA,Telin,"Asia,SG,Singapore",UP,kp5jj-kpgmn-f4ohx-uqot6-wtbbr-lmtqv-kpkaf-gcksv-snkwm-43kmy-iae
mcmqr-z4yrw-7wnwf-au7wv-5f7az-fco3a-vuxx3-7lol5-sigpc-jtnqq-aqe,,jb2,Gauteng 2,c25143850963143c9ee6bec77fe8ccf8306a4949,2c0f:e9f0:9804:9:6801:92ff:fea9:b546,False,GenUnknown,bm2lc-ec4xa-briqh-l3acc-wvxfw-u2mn2-3njpp-53rqa-5guxt-hyhce-7ae,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,REPLICA,Africa Data Centres,"Africa,ZA,Gauteng",UP,fuqsr-in2lc-zbcjj-ydmcw-pzq7h-4xm2z-pto4i-dcyee-5z4rz-x63ji-nae
md37k-cke4n-6hc7v-3dupn-5u64p-m63tw-imur3-fuchg-qlgqm-lqd4l-dqe,,jv1,Jacksonville,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2600:2c01:21:0:6801:a7ff:fed7:74f7,False,GenUnknown,mwn4q-m7agh-z77ry-lk3ee-6ndte-kkfmm-yxtb4-mfqyf-uq2e7-xqmyh-yqe,2hl5k-umjdt-ykii4-goecz-kkps6-nvl53-l7ost-p4mcp-qmnmw-rzrfc-mqe,ParaFi Technologies NS LLC,UNASSIGNED,Tierpoint,"North America,US,Florida",UP,
mffl6-6nqi4-rlxxy-rf65r-6tcnw-4btxq-mvugh-zbrsr-suvbk-sklqi-mqe,,ch3,Chicago 3,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2607:ff70:3:2:6801:2eff:fef2:ce63,False,GenUnknown,kguzs-hshnk-cn46m-vabri-t7mtm-th4lo-qsf5g-f2trp-xxatj-44aut-kqe,2dgp4-h57n4-a4kgx-n4uun-huo3a-wbdlc-m57wd-jtkuh-g5vcc-fcbby-6qe,"100 Count Holdings, LLC",UNASSIGNED,CyrusOne,"North America,US,Illinois",UP,
mfkgh-d27bh-3yri7-xidqr-obad6-j234b-tjbkl-o5vyk-upoqn-4qktt-pqe,,im2,Douglas 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a03:9e00:40a:ffff:6801:24ff:fed2:2405,False,GenUnknown,ylbc3-d72nf-cv76h-era7m-zefob-r5kyw-kvdtp-xq4ep-nthfy-ml5ua-iae,glrjs-2dbzh-owbdd-fpp5e-eweoz-nsuto-e3jmk-tl42c-wem4f-qfpfa-qqe,Zarety LLC,UNASSIGNED,Continent8,"Europe,IM,Douglas",UP,
mgsm4-dtqz6-qjrcm-46lrl-525hm-zysjr-5awdt-pn56a-5fegb-sf6nk-iae,,hk1,HongKong 1,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2401:8a00:f:1:6801:c2ff:fed3:a333,False,GenUnknown,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,UNASSIGNED,Unicom,"Asia,HK,HongKong",UP,
mhfef-zbxsl-rocpc-ovqeh-jg3ct-7nvmi-gzpnm-xjmm4-uekgj-rquls-uqe,,kr1,Seoul 3,c25143850963143c9ee6bec77fe8ccf8306a4949,2a0c:b641:b21:1b:6801:17ff:fec0:ffad,False,GenUnknown,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,KT,"Asia,KR,Seoul",UP,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae
mhs2c-5e3dp-kbnsk-uhnuq-rvrnh-l4pht-a4dvg-a32bm-do25r-jy7xv-kqe,,kr1,Seoul 3,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a0c:b641:b21:2b:6801:7bff:fec0:8a1c,False,GenUnknown,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,UNASSIGNED,KT,"Asia,KR,Seoul",UP,
mhwuz-qcw22-7uxip-wmnc5-kv2wb-ttehc-pcy3g-nb65w-622zg-rgkks-lqe,,zh6,Zurich 6,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a01:2a8:a13c:1:6801:e6ff:feec:2722,False,GenUnknown,ciprs-d7ktn-eiqrv-pqbcf-npk57-ty4m3-npkk2-yu4en-d4ccs-ek5xw-dae,6r5lw-l7db7-uwixn-iw5en-yy55y-ilbtq-e6gcv-g22r2-j3g6q-y37jk-jqe,Sygnum Bank,UNASSIGNED,Green.ch,"Europe,CH,Zurich",UP,
midzy-g7zyz-id6w5-tk7at-455iz-wgta3-pqbo7-6k353-qukdx-w7472-aqe,,ty2,Tokyo 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2602:ffe4:801:17:6801:ff:feec:bd51,True,GenUnknown,5of43-k6u44-qnx76-nu2es-wm4vv-lidb2-4uveq-j6f62-iiagz-kaafq-gae,dnpkk-x67ir-zwcyz-fkgzz-547t7-papxf-zby5t-i2log-uodsf-pcizd-jae,ANTHONY ISAAKIDIS,UNASSIGNED,Equinix,"Asia,JP,Tokyo",UP,
mixej-rcrlt-h5vt7-2lqkx-b47jo-rv2ax-eywge-xfgd2-ro2oe-dhmrm-kqe,,mm1,Miami,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:1900:2200:d01b:6801:9aff:fe9a:95ba,False,GenUnknown,kn6jm-wbdbm-2djab-iyyjm-n3mpl-nxvsl-wr7ka-nq5rp-d4opu-jbnkr-bae,g7dkt-aapqq-j3hqt-xtiys-pwapz-idulp-nwagd-zibqm-caxa4-gc23t-3qe,NODAO,UNASSIGNED,Digital Realty,"North America,US,Florida",UP,
mj4qw-5oxqx-5jgpn-66re3-gzgjb-rphz5-hmwhc-ahaa5-vespc-s4maj-vqe,,or1,Orlando,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2604:3fc0:3002:0:6801:5aff:fe76:85f9,True,GenUnknown,2rqo7-ot2kv-upof3-odw3y-sjckb-qeibt-n56vj-7b4pt-bvrtg-zay53-4qe,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",API_BOUNDARY,Datasite,"North America,US,Florida",UP,
mjc5v-75pmb-xdt54-niplf-j53mn-5olz6-ejsob-puggq-lz6eg-j2vvl-kqe,,ty2,Tokyo 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2602:ffe4:801:17:6801:20ff:fec2:ea0,False,GenUnknown,5of43-k6u44-qnx76-nu2es-wm4vv-lidb2-4uveq-j6f62-iiagz-kaafq-gae,dnpkk-x67ir-zwcyz-fkgzz-547t7-papxf-zby5t-i2log-uodsf-pcizd-jae,ANTHONY ISAAKIDIS,UNASSIGNED,Equinix,"Asia,JP,Tokyo",UP,
mjkwh-xxebg-fyx3a-ys5tw-eivjx-54ctf-perkn-ytc6p-h32yq-57f6p-lqe,,jv1,Jacksonville,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2600:2c01:21:0:6801:2cff:fec1:fa8,False,GenUnknown,mwn4q-m7agh-z77ry-lk3ee-6ndte-kkfmm-yxtb4-mfqyf-uq2e7-xqmyh-yqe,2hl5k-umjdt-ykii4-goecz-kkps6-nvl53-l7ost-p4mcp-qmnmw-rzrfc-mqe,ParaFi Technologies NS LLC,UNASSIGNED,Tierpoint,"North America,US,Florida",UP,
mjte3-dopva-7tttu-5hnnu-q572b-p3wwy-b56of-4q6h7-hbtf4-f3m32-tae,,pa1,Praha 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a01:430:285:0:6801:33ff:feaa:43e0,False,GenUnknown,6jyzv-q6o4l-6mlhe-viw3a-gpj62-vnklh-jgpbb-esejf-xp27x-eql5q-wqe,ivf2y-crxj4-y6ewo-un35q-a7pum-wqmbw-pkepy-d6uew-bfmff-g5yxe-eae,Ivanov Oleksandr,REPLICA,MasterDC,"Europe,CZ,Praha",UP,bkfrj-6k62g-dycql-7h53p-atvkj-zg4to-gaogh-netha-ptybj-ntsgw-rqe
mlbpy-pvy7z-gfwcb-5bakp-cuubm-prmi3-dppq6-rlepq-nkyvb-u7acf-fqe,,nd1,New Delhi 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:7500:ff1:20:6801:60ff:fedf:5e81,False,GenUnknown,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,eq6en-6jqla-fbu5s-daskr-h6hx2-376n5-iqabl-qgrng-gfqmv-n3yjr-mqe
mmftj-tccvp-x36s4-7cpyk-c6vo6-rtqxn-glvfw-nyne4-tveuu-x3z25-mqe,,jv1,Jacksonville,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2600:2c01:21:0:6801:5bff:fe8c:fdf6,False,GenUnknown,mwn4q-m7agh-z77ry-lk3ee-6ndte-kkfmm-yxtb4-mfqyf-uq2e7-xqmyh-yqe,2hl5k-umjdt-ykii4-goecz-kkps6-nvl53-l7ost-p4mcp-qmnmw-rzrfc-mqe,ParaFi Technologies NS LLC,UNASSIGNED,Tierpoint,"North America,US,Florida",UP,
mpahq-sgzev-nifu4-uhshl-5kybe-j6cur-q7cii-2vzkb-epkyz-zqawc-nqe,,hk1,HongKong 1,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2404:82c0:1:0:6801:edff:fe5c:6e3f,False,GenUnknown,z6cfb-dbya3-nh4pm-nyteq-76n7d-xzi27-tf3cg-t7sz7-244qt-6rnjy-3ae,g2ax6-jrkmb-3zuh3-jibtb-q5xoq-njrgo-5utbc-j2o7g-zfq2w-yyhky-dqe,Wancloud limited,UNASSIGNED,Unicom,"Asia,HK,HongKong",UP,
mpg3d-2cuer-sgdo4-gqny4-5cfm6-73sx5-yococ-lhvwn-mnydg-4qzfa-vae,,to2,Toronto 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:438:8000:10:6801:eeff:fec2:7e79,False,GenUnknown,4lp6i-khv7q-lkgk3-hhrc6-ysjag-korh7-ysojw-7gv3h-glhdz-rpjrt-sqe,7at4h-nhtvt-a4s55-jigss-wr2ha-ysxkn-e6w7x-7ggnm-qd3d5-ry66r-cae,Blockchain Development Labs,UNASSIGNED,Cyxtera,"North America,CA,Ontario",UP,
mqgpq-lthkz-rvqkm-i4anw-pkjz6-wpaup-qrhuc-2itwg-xf42r-tbtbi-eae,,se1,Washington 1,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2600:c00:2:100:6801:26ff:fef2:a254,False,GenUnknown,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Evocative,"North America,US,Washington",UP,
mqriv-hkd6f-wety4-rbjcl-ibf7a-i7kpp-62jsh-6yrie-2ahci-aql6t-dqe,,to2,Toronto 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:438:8000:10:6801:a8ff:fe79:f9ce,True,GenUnknown,4lp6i-khv7q-lkgk3-hhrc6-ysjag-korh7-ysojw-7gv3h-glhdz-rpjrt-sqe,7at4h-nhtvt-a4s55-jigss-wr2ha-ysxkn-e6w7x-7ggnm-qd3d5-ry66r-cae,Blockchain Development Labs,REPLICA,Cyxtera,"North America,CA,Ontario",UP,qdvhd-os4o2-zzrdw-xrcv4-gljou-eztdp-bj326-e6jgr-tkhuc-ql6v2-yqe
mrsjw-u74gy-ucqkk-74ehf-3scxq-cvpuw-opqco-mlx4p-w72pg-m6pea-xqe,,ch3,Chicago 3,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2607:ff70:3:2:6801:ccff:feb2:5ea0,False,GenUnknown,kguzs-hshnk-cn46m-vabri-t7mtm-th4lo-qsf5g-f2trp-xxatj-44aut-kqe,2dgp4-h57n4-a4kgx-n4uun-huo3a-wbdlc-m57wd-jtkuh-g5vcc-fcbby-6qe,"100 Count Holdings, LLC",UNASSIGNED,CyrusOne,"North America,US,Illinois",UP,
msxnb-pfmsj-qojcl-rokaj-gbi53-csict-otggw-ajt75-deeof-dnq2a-fae,,aw1,Allentown,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:7e00:30:3:6801:23ff:fe14:30d0,False,GenUnknown,gv77f-r7ahj-gkbd3-6il3n-lfgb5-3ojpt-uxydp-5rdls-4xqam-upxju-2ae,7a4u2-gevsy-5c5fs-hsgri-n2kdz-dxxwf-btcfp-jykro-l4y7c-7xky2-aqe,Bigger Capital,UNASSIGNED,Tierpoint,"North America,US,Pennsylvania",UP,
mt54u-t6z4l-fkx5l-2xwfe-g3u34-kzd44-2d3f2-xu6ty-lpc6z-pex4y-5qe,,sh1,Stockholm 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:4c08:2003:b09:6801:78ff:fe2e:c8fe,False,GenUnknown,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,nl6hn-ja4yw-wvmpy-3z2jx-ymc34-pisx3-3cp5z-3oj4a-qzzny-jbsv3-4qe
mtr6i-a7lue-qnbje-xizsv-z3v55-atzbw-5xzbk-yto2x-v5ynd-lsmqr-mqe,,sc1,Queensland 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2405:800:1000:17:6801:91ff:fe93:33fc,False,GenUnknown,f3toa-2qbnz-67mnl-ws76t-asi36-oz7vd-w5xjx-u5n75-jchls-uhioe-6qe,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,opn46-zyspe-hhmyp-4zu6u-7sbrh-dok77-m7dch-im62f-vyimr-a3n2c-4ae
